Date,GLD,TLT
2011-01-31,129.8699951171875,58.911685943603516
2011-02-28,137.66000366210938,59.67375946044922
2011-03-31,139.86000061035156,59.708839416503906
2011-04-30,152.3699951171875,61.0456657409668
2011-05-31,149.63999938964844,63.13072204589844
2011-06-30,146.0,61.70254135131836
2011-07-31,158.2899932861328,64.44194030761719
2011-08-31,177.72000122070312,70.67764282226562
2011-09-30,158.05999755859375,80.036376953125
2011-10-31,167.33999633789062,77.00831604003906
2011-11-30,170.1300048828125,78.53630065917969
2011-12-31,151.99000549316406,80.99052429199219
2012-01-31,169.30999755859375,81.18329620361328
2012-02-29,164.2899932861328,78.88579559326172
2012-03-31,162.1199951171875,75.55319213867188
2012-04-30,161.8800048828125,79.18085479736328
2012-05-31,151.6199951171875,86.34215545654297
2012-06-30,155.19000244140625,84.92304229736328
2012-07-31,156.49000549316406,88.15705871582031
2012-08-31,164.22000122070312,86.99820709228516
2012-09-30,171.88999938964844,84.79261016845703
2012-10-31,166.8300018310547,84.38529968261719
2012-11-30,166.0500030517578,85.54248809814453
2012-12-31,162.02000427246094,83.06790924072266
2013-01-31,161.1999969482422,80.75743865966797
2013-02-28,153.0,81.57659149169922
2013-03-31,154.4499969482422,81.24042510986328
2013-04-30,142.77000427246094,85.04454040527344
2013-05-31,133.9199981689453,79.2981948852539
2013-06-30,119.11000061035156,76.68250274658203
2013-07-31,127.95999908447266,74.96015930175781
2013-08-31,134.6199951171875,73.93866729736328
2013-09-30,128.17999267578125,74.4112777709961
2013-10-31,127.73999786376953,75.47708129882812
2013-11-30,120.69999694824219,73.43212127685547
2013-12-31,116.12000274658203,71.80341339111328
2014-01-31,120.08999633789062,76.80645751953125
2014-02-28,127.62000274658203,77.01219940185547
2014-03-31,123.61000061035156,77.58584594726562
2014-04-30,124.22000122070312,79.20000457763672
2014-05-31,120.43000030517578,81.54792022705078
2014-06-30,128.0399932861328,81.33030700683594
2014-07-31,123.38999938964844,81.87077331542969
2014-08-31,123.86000061035156,85.73309326171875
2014-09-30,116.20999908447266,83.9520263671875
2014-10-31,112.66000366210938,86.3001937866211
2014-11-30,112.11000061035156,88.86582946777344
2014-12-31,113.58000183105469,91.57696533203125
2015-01-31,123.44999694824219,101.00728607177734
2015-02-28,116.16000366210938,94.61578369140625
2015-03-31,113.66000366210938,95.65615844726562
2015-04-30,113.47000122070312,92.3664779663086
2015-05-31,114.0999984741211,90.17872619628906
2015-06-30,112.37000274658203,86.49774932861328
2015-07-31,104.93000030517578,90.4258804321289
2015-08-31,108.81999969482422,89.80396270751953
2015-09-30,106.86000061035156,91.57144927978516
2015-10-31,109.30000305175781,91.2056884765625
2015-11-30,101.91999816894531,90.4050521850586
2015-12-31,101.45999908447266,89.9530258178711
2016-01-31,106.94999694824219,95.36713409423828
2016-02-29,118.63999938964844,98.12398529052734
2016-03-31,117.63999938964844,98.03242492675781
2016-04-30,123.6500015258789,97.29340362548828
2016-05-31,116.05999755859375,98.08269500732422
2016-06-30,126.47000122070312,104.87958526611328
2016-07-31,128.97999572753906,107.10774993896484
2016-08-31,124.77999877929688,106.02371978759766
2016-09-30,125.63999938964844,104.4251937866211
2016-10-31,121.94000244140625,99.85260772705078
2016-11-30,111.75,91.64103698730469
2016-12-31,109.61000061035156,90.96829986572266
2017-01-31,115.55000305175781,92.13529205322266
2017-02-28,119.2300033569336,93.3934326171875
2017-03-31,118.72000122070312,92.80339813232422
2017-04-30,120.7699966430664,94.24545288085938
2017-05-31,120.62000274658203,96.02738952636719
2017-06-30,118.0199966430664,96.78489685058594
2017-07-31,120.75,96.15274810791016
2017-08-31,125.81999969482422,99.41970825195312
2017-09-30,121.58000183105469,97.12129974365234
2017-10-31,120.66999816894531,97.08726501464844
2017-11-30,121.0999984741211,97.79966735839844
2017-12-31,123.6500015258789,99.36974334716797
2018-01-31,127.6500015258789,96.53477478027344
2018-02-28,125.0,93.40422058105469
2018-03-31,125.79000091552734,96.08152770996094
2018-04-30,124.58999633789062,94.06391143798828
2018-05-31,123.0999984741211,95.94286346435547
2018-06-30,118.6500015258789,96.5510025024414
2018-07-31,115.98999786376953,95.16932678222656
2018-08-31,113.51000213623047,96.42076110839844
2018-09-30,112.76000213623047,93.65734100341797
2018-10-31,115.1500015258789,90.91472625732422
2018-11-30,115.54000091552734,92.52142333984375
2018-12-31,121.25,97.71580505371094
2019-01-31,124.75,98.54652404785156
2019-02-28,123.98999786376953,96.97099304199219
2019-03-31,122.01000213623047,102.38898468017578
2019-04-30,121.19999694824219,100.34117889404297
2019-05-31,123.33000183105469,107.21492004394531
2019-06-30,133.1999969482422,108.2386245727539
2019-07-31,133.2100067138672,108.52611541748047
2019-08-31,143.75,120.51377868652344
2019-09-30,138.8699951171875,117.3101577758789
2019-10-31,142.42999267578125,116.00635528564453
2019-11-30,137.86000061035156,115.53466033935547
2019-12-31,142.89999389648438,111.66466522216797
2020-01-31,149.3300018310547,120.65245056152344
2020-02-29,148.3800048828125,128.43409729003906
2020-03-31,148.0500030517578,136.64907836914062
2020-04-30,158.8000030517578,138.31918334960938
2020-05-31,162.91000366210938,135.90220642089844
2020-06-30,167.3699951171875,136.36123657226562
2020-07-31,185.42999267578125,142.42510986328125
2020-08-31,184.8300018310547,135.24575805664062
2020-09-30,177.1199951171875,136.2893829345703
2020-10-31,176.1999969482422,131.68795776367188
2020-11-30,166.6699981689453,133.87408447265625
2020-12-31,178.36000061035156,132.09996032714844
2021-01-31,172.61000061035156,127.56373596191406
2021-02-28,161.80999755859375,120.11135864257812
2021-03-31,159.9600067138672,113.8061752319336
2021-04-30,165.66000366210938,116.62665557861328
2021-05-31,178.3800048828125,116.61768341064453
2021-06-30,165.6300048828125,121.7744140625
2021-07-31,169.82000732421875,126.31742858886719
2021-08-31,169.69000244140625,125.89845275878906
2021-09-30,164.22000122070312,122.23213958740234
2021-10-31,166.64999389648438,125.24537658691406
2021-11-30,165.5,128.7158966064453
2021-12-31,170.9600067138672,125.98930358886719
2022-01-31,168.08999633789062,121.34196472167969
2022-02-28,178.3800048828125,119.19447326660156
2022-03-31,180.64999389648438,112.71271514892578
2022-04-30,176.91000366210938,102.06967163085938
2022-05-31,171.13999938964844,99.75274658203125
2022-06-30,168.4600067138672,98.4737777709961
2022-07-31,164.10000610351562,100.84748077392578
2022-08-31,159.27000427246094,96.271484375
2022-09-30,154.6699981689453,88.31721496582031
2022-10-31,151.91000366210938,83.02699279785156
2022-11-30,164.80999755859375,88.95765686035156
2022-12-31,169.63999938964844,86.42489624023438
2023-01-31,179.41000366210938,93.47795104980469
2023-02-28,169.77999877929688,88.71550750732422
2023-03-31,183.22000122070312,93.01882934570312
2023-04-30,184.8000030517578,93.3269271850586
2023-05-31,182.32000732421875,90.51390838623047
2023-06-30,178.27000427246094,90.69828033447266
2023-07-31,182.35000610351562,88.38626098632812
2023-08-31,180.02000427246094,85.60499572753906
2023-09-30,171.4499969482422,78.77928161621094
2023-10-31,184.08999633789062,74.46300506591797
2023-11-30,188.75,81.83086395263672
2023-12-31,191.1699981689453,88.67649841308594
2024-01-31,188.4499969482422,87.240234375
2024-02-29,189.30999755859375,85.00192260742188
2024-03-31,205.72000122070312,85.6738052368164
2024-04-30,211.8699951171875,80.12989807128906
2024-05-31,215.3000030517578,82.42720794677734
2024-06-30,215.00999450683594,83.93226623535156
2024-07-31,226.5500030517578,86.99942779541016
2024-08-31,231.2899932861328,88.8226318359375
2024-09-30,243.05999755859375,90.60572814941406
2024-10-31,253.50999450683594,85.6652603149414
2024-11-30,245.58999633789062,87.35509490966797
2024-12-31,242.1300048828125,81.4565200805664
2025-01-31,258.55999755859375,82.46102142333984
2025-02-28,263.2699890136719,86.84904479980469
2025-03-31,288.1400146484375,85.83875274658203
2025-04-30,303.7699890136719,84.63325500488281
2025-05-31,303.6000061035156,81.9090347290039
2025-06-30,304.8299865722656,84.08750915527344
2025-07-31,302.9599914550781,83.12855529785156
2025-08-31,318.07000732421875,83.13148498535156
2025-09-30,355.4700012207031,86.11849212646484
2025-10-31,368.1199951171875,87.33578491210938
2025-11-30,387.8800048828125,87.56214904785156
2025-12-31,396.30999755859375,84.90730285644531
2026-01-31,444.95001220703125,85.51268768310547
2026-02-28,483.75,89.13419342041016
2026-03-31,430.2900085449219,85.40628051757812
2026-04-30,423.6600036621094,84.63262176513672
2026-05-31,417.1199951171875,85.10972595214844
